Date,Year,Month,CD_UF,Pop0_19_UF,state_index,pred.mean,pred.uci,pred.lci
2014-11-01,2014,11,29,4917375,29,3.00973588550802,3.3107094740588225,2.7087622969572185
2014-12-01,2014,12,29,4917375,29,2.8470474592643433,3.131752205190778,2.562342713337909
2015-01-01,2015,1,29,4917375,29,6.792241795673505,7.471465975240856,6.113017616106155
2015-02-01,2015,2,29,4917375,29,16.45186710389181,18.097053814280997,14.806680393502633
2015-03-01,2015,3,29,4917375,29,53.74818882025471,59.123007702280184,48.373369938229246
2015-04-01,2015,4,29,4917375,29,53.42281196776736,58.76509316454409,48.08053077099062
2015-05-01,2015,5,29,4917375,29,49.701314217443255,54.67144563918758,44.73118279569893
2015-06-01,2015,6,29,4917375,29,24.891329215282543,27.3804621368108,22.402196293754294
2015-07-01,2015,7,29,4917375,29,27.351991662218154,30.087190828439976,24.616792495996336
2015-08-01,2015,8,29,4917375,29,16.492539210452733,18.141793131498005,14.843285289407458
2015-09-01,2015,9,29,4917375,29,13.177762525737817,14.4955387783116,11.859986273164036
2015-10-01,2015,10,29,4917375,29,10.168026640229797,11.184829304252778,9.151223976206818
2015-11-01,2015,11,29,4917375,29,14.153893083199877,15.569282391519865,12.73850377487989
2015-12-01,2015,12,29,4917375,29,21.55621647728717,23.711838125015888,19.400594829558454
2016-01-01,2016,1,29,4917375,29,40.34672970843184,44.38140267927502,36.312056737588655
2016-02-01,2016,2,29,4917375,29,115.73247921909555,127.30572714100511,104.15923129718601
2016-03-01,2016,3,29,4917375,29,113.04812018607488,124.35293220468239,101.7433081674674
2016-04-01,2016,4,29,4917375,29,46.5085538524111,51.15940923765221,41.85769846716999
2016-05-01,2016,5,29,4917375,29,19.21757035003432,21.13932738503775,17.295813315030887
2016-06-01,2016,6,29,4917375,29,8.195429472025218,9.014972419227739,7.375886524822694
2016-07-01,2016,7,29,4917375,29,5.755103078370065,6.330613386207073,5.179592770533059
2016-08-01,2016,8,29,4917375,29,4.677292254505707,5.145021479956278,4.209563029055136
2016-09-01,2016,9,29,4917375,29,4.026538549531,4.4291924044841,3.6238846945779
2016-10-01,2016,10,29,4917375,29,5.04334121355398,5.5476753349093775,4.539007092198582
2016-11-01,2016,11,29,4917375,29,5.246701746358576,5.771371920994433,4.722031571722718
2016-12-01,2016,12,29,4917375,29,9.537608988535549,10.491369887389107,8.583848089681995
2017-01-01,2017,1,29,4917375,29,11.855919062507944,13.04151096875874,10.67032715625715
2017-02-01,2017,2,29,4917375,29,9.496936881974632,10.446630570172095,8.547243193777168
2017-03-01,2017,3,29,4917375,29,8.358117898268894,9.193929688095784,7.522306108442004
2017-04-01,2017,4,29,4917375,29,7.3616512875263735,8.097816416279011,6.625486158773736
2017-05-01,2017,5,29,4917375,29,5.816111238211444,6.397722362032589,5.2345001143903005
2017-06-01,2017,6,29,4917375,29,3.7418338036045653,4.116017183965022,3.3676504232441085
2017-07-01,2017,7,29,4917375,29,4.00620249625054,4.406822745875594,3.6055822466254863
2017-08-01,2017,8,29,4917375,29,3.0910800986298583,3.400188108492845,2.7819720887668726
2017-09-01,2017,9,29,4917375,29,2.4403263936551514,2.6843590330206664,2.1962937542896364
2017-10-01,2017,10,29,4917375,29,2.7046950863011263,2.975164594931239,2.4342255776710138
2017-11-01,2017,11,29,4917375,29,2.460662446935611,2.706728691629172,2.21459620224205
2017-12-01,2017,12,29,4917375,29,2.867383512544803,3.1541218637992836,2.5806451612903225
2018-01-01,2018,1,29,4917375,29,3.3147766847149143,3.646254353186406,2.9832990162434228
2018-02-01,2018,2,29,4917375,29,3.5181372175195094,3.8699509392714613,3.1663234957675592
2018-03-01,2018,3,29,4917375,29,5.917791504613742,6.509570655075118,5.326012354152368
2018-04-01,2018,4,29,4917375,29,11.632222476422887,12.795444724065177,10.469000228780601
2018-05-01,2018,5,29,4917375,29,9.618953201657389,10.580848521823128,8.65705788149165
2018-06-01,2018,6,29,4917375,29,4.9823330537126,5.48056635908386,4.4840997483413405
2018-07-01,2018,7,29,4917375,29,3.7825059101654848,4.160756501182034,3.4042553191489366
2018-08-01,2018,8,29,4917375,29,3.233432471593076,3.5567757187523834,2.9100892244337677
2018-09-01,2018,9,29,4917375,29,2.2369658608505554,2.4606624469356113,2.0132692747655
2018-10-01,2018,10,29,4917375,29,2.826711405983884,3.109382546582272,2.544040265385495
2018-11-01,2018,11,29,4917375,29,3.6604895904827273,4.026538549531001,3.2944406314344543
2018-12-01,2018,12,29,4917375,29,3.355448791275833,3.690993670403417,3.01990391214825
2019-01-01,2019,1,29,4917375,29,16.533211317013652,18.186532448715017,14.879890185312286
2019-02-01,2019,2,29,4917375,29,33.513815806197414,36.86519738681716,30.162434225577673
2019-03-01,2019,3,29,4917375,29,42.766720048806526,47.043392053687185,38.490048043925874
2019-04-01,2019,4,29,4917375,29,60.642110882330506,66.70632197056356,54.57789979409747
2019-05-01,2019,5,29,4917375,29,103.46983909097843,113.81682300007627,93.12285518188057
2019-06-01,2019,6,29,4917375,29,68.75619614123389,75.6318157553573,61.8805765271105
2019-07-01,2019,7,29,4917375,29,52.487353516866214,57.73608886855285,47.238618165179595
2019-08-01,2019,8,29,4917375,29,32.94440631434454,36.238846945779,29.64996568291009
2019-09-01,2019,9,29,4917375,29,23.04074836676072,25.3448232034368,20.73667353008465
2019-10-01,2019,10,29,4917375,29,17.04161264902514,18.745773913927657,15.337451384122629
2019-11-01,2019,11,29,4917375,29,15.028343374259642,16.531177711685608,13.525509036833675
2019-12-01,2019,12,29,4917375,29,8.846183176999924,9.730801494699918,7.961564859299931
2001-01-01,2001,1,31,6113296,31,9.405728104773596,10.346300915250954,8.465155294296236
2001-02-01,2001,2,31,6113296,31,15.932485520086056,17.52573407209466,14.339236968077449
2001-03-01,2001,3,31,6113296,31,28.249899890337385,31.074889879371128,25.42490990130365
2001-04-01,2001,4,31,6113296,31,28.200826526312483,31.020909178943732,25.38074387368124
2001-05-01,2001,5,31,6113296,31,15.948843308094355,17.543727638903793,14.353958977284922
2001-06-01,2001,6,31,6113296,31,3.9422269100007594,4.336449601000836,3.548004219000683
2001-07-01,2001,7,31,6113296,31,1.4722009207471713,1.6194210128218887,1.3249808286724543
2001-08-01,2001,8,31,6113296,31,0.7197426723652839,0.7917169396018123,0.6477684051287554
2001-09-01,2001,9,31,6113296,31,0.8015316124067933,0.8816847736474728,0.721378451166114
2001-10-01,2001,10,31,6113296,31,0.8178894004150952,0.8996783404566048,0.7361004603735857
2001-11-01,2001,11,31,6113296,31,3.1079797215773617,3.4187776937350987,2.7971817494196256
2001-12-01,2001,12,31,6113296,31,4.4166027622415145,4.858263038465665,3.9749424860173628
2002-01-01,2002,1,31,6113296,31,18.091713537181906,19.900884890900098,16.28254218346372
2002-02-01,2002,2,31,6113296,31,37.770132511169095,41.54714576228601,33.99311926005219
2002-03-01,2002,3,31,6113296,31,46.86506264378495,51.55156890816345,42.17855637940646
2002-04-01,2002,4,31,6113296,31,28.658844590544938,31.524729049599433,25.792960131490446
2002-05-01,2002,5,31,6113296,31,13.184377134691335,14.502814848160467,11.865939421222201
2002-06-01,2002,6,31,6113296,31,2.420952625228682,2.66304788775155,2.1788573627058136
2002-07-01,2002,7,31,6113296,31,0.7197426723652839,0.7917169396018123,0.6477684051287554
2002-08-01,2002,8,31,6113296,31,0.7197426723652839,0.7917169396018123,0.6477684051287554
2002-09-01,2002,9,31,6113296,31,0.523449216265661,0.5757941378922271,0.47110429463909487
2002-10-01,2002,10,31,6113296,31,0.45801806423245334,0.5038198706556988,0.41221625780920795
2002-11-01,2002,11,31,6113296,31,1.3249808286724543,1.4574789115396998,1.192482745805209
2002-12-01,2002,12,31,6113296,31,2.8789706894611355,3.1668677584072493,2.5910736205150218
2003-01-01,2003,1,31,6113296,31,5.316281102698119,5.847909212967932,4.784652992428307
2003-02-01,2003,2,31,6113296,31,11.368662665769824,12.505528932346808,10.231796399192842
2003-03-01,2003,3,31,6113296,31,17.715484412990964,19.487032854290064,15.943935971691868
2003-04-01,2003,4,31,6113296,31,10.354479809255105,11.389927790180616,9.319031828329596
2003-05-01,2003,5,31,6113296,31,5.414427830747931,5.955870613822724,4.872985047673138
2003-06-01,2003,6,31,6113296,31,1.733925528880002,1.907318081768002,1.5605329759920017
2003-07-01,2003,7,31,6113296,31,0.2780823961411324,0.30589063575524567,0.2502741565270191
2003-08-01,2003,8,31,6113296,31,0.35987133618264194,0.39585846980090617,0.3238842025643777
2003-09-01,2003,9,31,6113296,31,0.19629345609962284,0.21592280170958514,0.17666411048966058
2003-10-01,2003,10,31,6113296,31,0.22900903211622667,0.2519099353278494,0.20610812890460398
2003-11-01,2003,11,31,6113296,31,0.9814672804981143,1.0796140085479258,0.8833205524483029
2003-12-01,2003,12,31,6113296,31,1.210476312614341,1.331523943875775,1.0894286813529068
2004-01-01,2004,1,31,6113296,31,3.9749424860173628,4.372436734619099,3.577448237415627
2004-02-01,2004,2,31,6113296,31,9.422085892781897,10.364294482060087,8.479877303503708
2004-03-01,2004,3,31,6113296,31,23.653361460004554,26.01869760600501,21.2880253140041
2004-04-01,2004,4,31,6113296,31,9.389370316765293,10.328307348441824,8.450433285088764
2004-05-01,2004,5,31,6113296,31,6.215959443154723,6.837555387470197,5.594363498839251
2004-06-01,2004,6,31,6113296,31,1.4067697687139638,1.5474467455853602,1.2660927918425675
2004-07-01,2004,7,31,6113296,31,0.3107979721577362,0.34187776937350983,0.2797181749419626
2004-08-01,2004,8,31,6113296,31,0.09814672804981142,0.10796140085479257,0.08833205524483029
2004-09-01,2004,9,31,6113296,31,0.09814672804981142,0.10796140085479257,0.08833205524483029
2004-10-01,2004,10,31,6113296,31,0.06543115203320762,0.07197426723652839,0.05888803682988686
2004-11-01,2004,11,31,6113296,31,0.14722009207471715,0.16194210128218886,0.13249808286724543
2004-12-01,2004,12,31,6113296,31,0.507091428257359,0.557800571083095,0.4563822854316232
2005-01-01,2005,1,31,6113296,31,0.9978250685064162,1.097607575357058,0.8980425616557746
2005-02-01,2005,2,31,6113296,31,2.7808239614113237,3.0589063575524564,2.5027415652701914
2005-03-01,2005,3,31,6113296,31,8.293398520209065,9.122738372229973,7.464058668188159
2005-04-01,2005,4,31,6113296,31,11.630387273902654,12.79342600129292,10.467348546512389
2005-05-01,2005,5,31,6113296,31,8.685985432408312,9.554583975649143,7.817386889167481
2005-06-01,2005,6,31,6113296,31,2.8135395374279275,3.0948934911707204,2.532185583685135
2005-07-01,2005,7,31,6113296,31,0.6052381563071705,0.6657619719378876,0.5447143406764534
2005-08-01,2005,8,31,6113296,31,0.6706693083403781,0.737736239174416,0.6036023775063403
2005-09-01,2005,9,31,6113296,31,0.2617246081328305,0.28789706894611355,0.23555214731954743
2005-10-01,2005,10,31,6113296,31,0.34351354817434,0.37786490299177405,0.30916219335690603
2005-11-01,2005,11,31,6113296,31,1.5703476487969827,1.727382413676681,1.4133128839172846
2005-12-01,2005,12,31,6113296,31,2.1592280170958515,2.375150818805437,1.9433052153862662
2006-01-01,2006,1,31,6113296,31,10.452626537304917,11.49788919103541,9.407363883574424
2006-02-01,2006,2,31,6113296,31,16.979383952617376,18.67732234787912,15.281445557355639
2006-03-01,2006,3,31,6113296,31,27.90638634216305,30.697024976379357,25.115747707946745
2006-04-01,2006,4,31,6113296,31,26.859487909631728,29.5454367005949,24.173539118668554
2006-05-01,2006,5,31,6113296,31,18.18986026523172,20.00884629175489,16.370874238708545
2006-06-01,2006,6,31,6113296,31,3.2879153896686826,3.6167069286355518,2.9591238507018147
2006-07-01,2006,7,31,6113296,31,0.8342471884233971,0.9176719072657368,0.7508224695810574
2006-08-01,2006,8,31,6113296,31,0.3271557601660381,0.35987133618264194,0.2944401841494343
2006-09-01,2006,9,31,6113296,31,0.2780823961411324,0.30589063575524567,0.2502741565270191
2006-10-01,2006,10,31,6113296,31,0.8506049764316991,0.935665474074869,0.7655444787885292
2006-11-01,2006,11,31,6113296,31,2.928044053486041,3.2208484588346455,2.635239648137437
2006-12-01,2006,12,31,6113296,31,3.2879153896686826,3.6167069286355518,2.9591238507018147
2007-01-01,2007,1,31,6113296,31,5.83973031896378,6.423703350860159,5.255757287067402
2007-02-01,2007,2,31,6113296,31,11.810322941993975,12.991355236193373,10.629290647794578
2007-03-01,2007,3,31,6113296,31,31.635962008055884,34.79955820886148,28.4723658072503
2007-04-01,2007,4,31,6113296,31,33.108162928803054,36.418979221683365,29.797346635922754
2007-05-01,2007,5,31,6113296,31,17.404686440833228,19.14515508491655,15.664217796749906
2007-06-01,2007,6,31,6113296,31,3.9913002740256647,4.390430301428232,3.5921702466230983
2007-07-01,2007,7,31,6113296,31,1.210476312614341,1.331523943875775,1.0894286813529068
2007-08-01,2007,8,31,6113296,31,0.49073364024905713,0.5398070042739629,0.44166027622415144
2007-09-01,2007,9,31,6113296,31,0.5398070042739629,0.5937877047013592,0.48582630384656655
2007-10-01,2007,10,31,6113296,31,1.1777607365977372,1.2955368102575109,1.0599846629379635
2007-11-01,2007,11,31,6113296,31,1.7175677408717,1.8893245149588702,1.5458109667845301
2007-12-01,2007,12,31,6113296,31,2.3064481091705686,2.5370929200876255,2.0758032982535117
2008-01-01,2008,1,31,6113296,31,6.559472991329064,7.21542029046197,5.903525692196157
2008-02-01,2008,2,31,6113296,31,15.327247363778886,16.859972100156774,13.794522627400998
2008-03-01,2008,3,31,6113296,31,47.29036513200081,52.01940164520089,42.56132861880072
2008-04-01,2008,4,31,6113296,31,88.87186224910425,97.75904847401466,79.98467602419382
2008-05-01,2008,5,31,6113296,31,46.47247573158571,51.11972330474429,41.82522815842714
2008-06-01,2008,6,31,6113296,31,13.805973079006808,15.186570386907489,12.425375771106127
2008-07-01,2008,7,31,6113296,31,2.1919435931124553,2.411137952423701,1.9727492338012098
2008-08-01,2008,8,31,6113296,31,0.8506049764316991,0.935665474074869,0.7655444787885292
2008-09-01,2008,9,31,6113296,31,1.03054064452302,1.1335947089753222,0.9274865800707179
2008-10-01,2008,10,31,6113296,31,1.9629345609962285,2.1592280170958515,1.7666411048966058
2008-11-01,2008,11,31,6113296,31,4.04037363805057,4.444411001855628,3.636336274245514
2008-12-01,2008,12,31,6113296,31,2.9607596295026446,3.25683559245291,2.6646836665523805
2009-01-01,2009,1,31,6113296,31,13.020799254608315,14.32287918006915,11.718719329147484
2009-02-01,2009,2,31,6113296,31,29.525807354984938,32.478388090483435,26.573226619486444
2009-03-01,2009,3,31,6113296,31,70.4202773757397,77.46230511331366,63.37824963816573
2009-04-01,2009,4,31,6113296,31,59.34605489411931,65.28066038353124,53.411449404707376
2009-05-01,2009,5,31,6113296,31,43.64257840614948,48.006836246764436,39.278320565534536
2009-06-01,2009,6,31,6113296,31,10.812497873487558,11.893747660836317,9.731248086138804
2009-07-01,2009,7,31,6113296,31,4.4983917022830235,4.948230872511326,4.048552532054721
2009-08-01,2009,8,31,6113296,31,1.1614029485894353,1.2775432434483789,1.0452626537304917
2009-09-01,2009,9,31,6113296,31,0.8833205524483029,0.9716526076931332,0.7949884972034726
2009-10-01,2009,10,31,6113296,31,1.8157144689215112,1.9972859158136627,1.6341430220293602
2009-11-01,2009,11,31,6113296,31,6.363179535229442,6.999497488752385,5.726861581706498
2009-12-01,2009,12,31,6113296,31,13.380670590790958,14.718737649870056,12.042603531711864
2010-01-01,2010,1,31,6113296,31,58.119220793496666,63.93114287284634,52.30729871414701
2010-02-01,2010,2,31,6113296,31,115.46962555060314,127.01658810566347,103.92266299554284
2010-03-01,2010,3,31,6113296,31,239.28172298544027,263.2098952839843,215.35355068689626
2010-04-01,2010,4,31,6113296,31,263.24588241760256,289.57047065936285,236.9212941758423
2010-05-01,2010,5,31,6113296,31,166.7349331686213,183.40842648548346,150.0614398517592
2010-06-01,2010,6,31,6113296,31,28.83878025863626,31.722658284499886,25.954902232772636
2010-07-01,2010,7,31,6113296,31,7.622729211868688,8.385002133055558,6.86045629068182
2010-08-01,2010,8,31,6113296,31,4.007658062033967,4.408423868237363,3.60689225583057
2010-09-01,2010,9,31,6113296,31,3.0261907815358526,3.328809859689438,2.723571703382267
2010-10-01,2010,10,31,6113296,31,2.3064481091705686,2.5370929200876255,2.0758032982535117
2010-11-01,2010,11,31,6113296,31,4.367529398216608,4.80428233803827,3.930776458394948
2010-12-01,2010,12,31,6113296,31,9.176719072657368,10.094390979923105,8.259047165391632
2011-01-01,2011,1,31,6113296,31,14.754724783488319,16.23019726183715,13.279252305139488
2011-02-01,2011,2,31,6113296,31,21.804931415066438,23.985424556573086,19.624438273559793
2011-03-01,2011,3,31,6113296,31,28.90421141066947,31.794632551736413,26.013790269602517
2011-04-01,2011,4,31,6113296,31,31.88132882818041,35.06946171099845,28.693195945362373
2011-05-01,2011,5,31,6113296,31,27.41565270191399,30.15721797210539,24.674087431722594
2011-06-01,2011,6,31,6113296,31,6.60854635535397,7.269400990889367,5.947691719818573
2011-07-01,2011,7,31,6113296,31,2.3555214731954743,2.5910736205150218,2.119969325875927
2011-08-01,2011,8,31,6113296,31,1.5539898607886808,1.7093888468675493,1.3985908747098128
2011-09-01,2011,9,31,6113296,31,1.2922652526558505,1.4214917779214356,1.1630387273902656
2011-10-01,2011,10,31,6113296,31,2.0447235010377383,2.2491958511415118,1.8402511509339643
2011-11-01,2011,11,31,6113296,31,2.8135395374279275,3.0948934911707204,2.532185583685135
2011-12-01,2011,12,31,6113296,31,3.1406952975939655,3.454764827353362,2.826625767834569
2012-01-01,2012,1,31,6113296,31,9.602021560873219,10.56222371696054,8.641819404785897
2012-02-01,2012,2,31,6113296,31,10.73070893344605,11.803779826790656,9.657638040101444
2012-03-01,2012,3,31,6113296,31,17.43740201684983,19.181142218534816,15.693661815164846
2012-04-01,2012,4,31,6113296,31,20.479950586393986,22.527945645033384,18.431955527754585
2012-05-01,2012,5,31,6113296,31,16.619512616434733,18.28146387807821,14.957561354791261
2012-06-01,2012,6,31,6113296,31,11.990258610085295,13.189284471093826,10.791232749076768
2012-07-01,2012,7,31,6113296,31,5.463501194772836,6.00985131425012,4.9171510752955525
2012-08-01,2012,8,31,6113296,31,3.762291241909438,4.138520366100383,3.3860621177184944
2012-09-01,2012,9,31,6113296,31,3.2388420256437773,3.5627262282081547,2.9149578230793995
2012-10-01,2012,10,31,6113296,31,3.6314289378430225,3.9945718316273253,3.2682860440587205
2012-11-01,2012,11,31,6113296,31,5.692510226889063,6.26176124957797,5.123259204200156
2012-12-01,2012,12,31,6113296,31,27.153928093781158,29.86932090315928,24.43853528440304
2013-01-01,2013,1,31,6113296,31,133.70855917985978,147.07941509784578,120.3377032618738
2013-02-01,2013,2,31,6113296,31,251.09204592743424,276.20125052017767,225.98284133469082
2013-03-01,2013,3,31,6113296,31,594.1312182495335,653.5443400744869,534.7180964245802
2013-04-01,2013,4,31,6113296,31,524.2507478780677,576.6758226658745,471.825673090261
2013-05-01,2013,5,31,6113296,31,129.16109411355183,142.07720352490702,116.24498470219665
2013-06-01,2013,6,31,6113296,31,31.914044404197018,35.105448844616724,28.722639963777315
2013-07-01,2013,7,31,6113296,31,7.4591513317856695,8.205066464964236,6.7132361986071025
2013-08-01,2013,8,31,6113296,31,3.2551998136520788,3.5807197950172873,2.929679832286871
2013-09-01,2013,9,31,6113296,31,2.928044053486041,3.2208484588346455,2.635239648137437
2013-10-01,2013,10,31,6113296,31,3.565997785809815,3.922597564390797,3.209398007228834
2013-11-01,2013,11,31,6113296,31,5.545290134814346,6.099819148295781,4.990761121332912
2013-12-01,2013,12,31,6113296,31,9.520232620831708,10.47225588291488,8.568209358748538
2014-01-01,2014,1,31,6113296,31,17.241108560750206,18.965219416825228,15.516997704675186
2014-02-01,2014,2,31,6113296,31,31.783182100130603,34.96150031014366,28.604863890117542
2014-03-01,2014,3,31,6113296,31,42.25216642544382,46.47738306798821,38.02694978289944
2014-04-01,2014,4,31,6113296,31,59.78771517034345,65.7664866873778,53.80894365330912
2014-05-01,2014,5,31,6113296,31,38.19543499938495,42.01497849932344,34.37589149944645
2014-06-01,2014,6,31,6113296,31,13.037157042616618,14.340872746878281,11.733441338354957
2014-07-01,2014,7,31,6113296,31,4.612896218341137,5.074185840175251,4.1516065965070235
2014-08-01,2014,8,31,6113296,31,2.6172460813283047,2.8789706894611355,2.3555214731954743
2014-09-01,2014,9,31,6113296,31,3.8440801819509476,4.228488200146042,3.4596721637558527
2014-10-01,2014,10,31,6113296,31,3.2224842376354754,3.544732661399023,2.9002358138719275
2014-11-01,2014,11,31,6113296,31,4.874620826473968,5.362082909121364,4.3871587438265705
2014-12-01,2014,12,31,6113296,31,5.9378770470135915,6.53166475171495,5.344089342312232
2015-01-01,2015,1,31,6113296,31,19.92378579411172,21.916164373522893,17.93140721470055
2015-02-01,2015,2,31,6113296,31,37.32847223494495,41.06131945843944,33.59562501145046
2015-03-01,2015,3,31,6113296,31,112.5252237091088,123.77774608001968,101.27270133819793
2015-04-01,2015,4,31,6113296,31,244.97423321232932,269.4716565335623,220.47680989109637
2015-05-01,2015,5,31,6113296,31,211.81699691950138,232.99869661145152,190.63529722755123
2015-06-01,2015,6,31,6113296,31,61.717934155323086,67.8897275708554,55.54614073979078
2015-07-01,2015,7,31,6113296,31,14.623862479421902,16.086248727364097,13.161476231479712
2015-08-01,2015,8,31,6113296,31,5.561647922822647,6.117812715104913,5.005483130540383
2015-09-01,2015,9,31,6113296,31,4.825547462449062,5.308102208693968,4.342992716204156
2015-10-01,2015,10,31,6113296,31,6.6739775073871765,7.341375258125894,6.006579756648459
2015-11-01,2015,11,31,6113296,31,17.617337684941152,19.379071453435266,15.855603916447038
2015-12-01,2015,12,31,6113296,31,50.7091428257359,55.7800571083095,45.63822854316231
2016-01-01,2016,1,31,6113296,31,226.47357497493988,249.12093247243388,203.82621747744588
2016-02-01,2016,2,31,6113296,31,566.8791434277025,623.5670577704727,510.1912290849322
2016-03-01,2016,3,31,6113296,31,645.740039415726,710.3140433572986,581.1660354741534
2016-04-01,2016,4,31,6113296,31,479.8720690115447,527.8592759126992,431.8848621103902
2016-05-01,2016,5,31,6113296,31,139.2047759506492,153.12525354571414,125.28429835558428
2016-06-01,2016,6,31,6113296,31,20.169152614236246,22.186067875659877,18.152237352812627
2016-07-01,2016,7,31,6113296,31,5.823372530955479,6.405709784051026,5.241035277859931
2016-08-01,2016,8,31,6113296,31,4.858263038465665,5.344089342312233,4.372436734619099
2016-09-01,2016,9,31,6113296,31,5.757941378922271,6.333735516814499,5.1821472410300435
2016-10-01,2016,10,31,6113296,31,6.559472991329064,7.21542029046197,5.903525692196157
2016-11-01,2016,11,31,6113296,31,9.062214556599256,9.968436012259183,8.15599310093933
2016-12-01,2016,12,31,6113296,31,17.371970864816625,19.109167951298286,15.634773778334962
2017-01-01,2017,1,31,6113296,31,20.169152614236246,22.186067875659877,18.152237352812627
2017-02-01,2017,2,31,6113296,31,18.844171785563795,20.728588964120174,16.959754607007415
2017-03-01,2017,3,31,6113296,31,22.83547205958946,25.119019265548406,20.551924853630513
2017-04-01,2017,4,31,6113296,31,14.869229299546431,16.356152229501077,13.382306369591788
2017-05-01,2017,5,31,6113296,31,13.020799254608315,14.32287918006915,11.718719329147484
2017-06-01,2017,6,31,6113296,31,6.477684051287555,7.125452456416309,5.829915646158799
2017-07-01,2017,7,31,6113296,31,2.568172717303399,2.824989989033739,2.311355445573059
2017-08-01,2017,8,31,6113296,31,2.715392809378116,2.986932090315928,2.4438535284403047
2017-09-01,2017,9,31,6113296,31,3.157053085602268,3.472758394162495,2.8413477770420412
2017-10-01,2017,10,31,6113296,31,3.5005666337766073,3.8506232971542684,3.1505099703989465
2017-11-01,2017,11,31,6113296,31,3.4187776937350978,3.7606554631086078,3.0768999243615887
2017-12-01,2017,12,31,6113296,31,5.741583590913968,6.315741950005365,5.167425231822572
2018-01-01,2018,1,31,6113296,31,8.146178428134348,8.960796270947785,7.331560585320914
2018-02-01,2018,2,31,6113296,31,8.751416584441518,9.62655824288567,7.876274925997367
2018-03-01,2018,3,31,6113296,31,18.844171785563795,20.728588964120174,16.959754607007415
2018-04-01,2018,4,31,6113296,31,29.2150093828272,32.136510321109924,26.293508444544482
2018-05-01,2018,5,31,6113296,31,17.371970864816625,19.109167951298286,15.634773778334962
2018-06-01,2018,6,31,6113296,31,5.790656954938874,6.369722650432762,5.211591259444987
2018-07-01,2018,7,31,6113296,31,3.6968600898762305,4.066546098863854,3.3271740808886077
2018-08-01,2018,8,31,6113296,31,2.40459483722038,2.645054320942418,2.164135353498342
2018-09-01,2018,9,31,6113296,31,2.6172460813283047,2.8789706894611355,2.3555214731954743
2018-10-01,2018,10,31,6113296,31,3.9913002740256647,4.390430301428232,3.5921702466230983
2018-11-01,2018,11,31,6113296,31,7.148353359627932,7.863188695590726,6.4335180236651395
2018-12-01,2018,12,31,6113296,31,12.235625430209824,13.45918797323081,11.012062887188842
2019-01-01,2019,1,31,6113296,31,59.10068807399478,65.01075688139426,53.190619266595306
2019-02-01,2019,2,31,6113296,31,134.6900264603579,148.1590291063937,121.22102381432211
2019-03-01,2019,3,31,6113296,31,339.9966237525551,373.99628612781066,305.99696137729956
2019-04-01,2019,4,31,6113296,31,617.7027907694965,679.4730698464463,555.9325116925469
2019-05-01,2019,5,31,6113296,31,631.8195618206611,695.0015180027273,568.637605638595
2019-06-01,2019,6,31,6113296,31,171.51140726704548,188.66254799375005,154.36026654034092
2019-07-01,2019,7,31,6113296,31,26.205176389299652,28.825694028229616,23.584658750369684
2019-08-01,2019,8,31,6113296,31,8.456976400292085,9.302674040321294,7.611278760262876
2019-09-01,2019,9,31,6113296,31,7.524582483818876,8.277040732200765,6.772124235436989
2019-10-01,2019,10,31,6113296,31,7.21378451166114,7.935162962827254,6.492406060495026
2019-11-01,2019,11,31,6113296,31,8.538765340333594,9.392641874366955,7.6848888063002345
2019-12-01,2019,12,31,6113296,31,11.990258610085295,13.189284471093826,10.791232749076768
2001-01-01,2001,1,32,1113171,32,14.912353986943605,16.403589385637968,13.421118588249245
2001-02-01,2001,2,32,1113171,32,20.93119565637265,23.024315222009918,18.838076090735388
2001-03-01,2001,3,32,1113171,32,27.84837190332842,30.63320909366126,25.063534712995576
2001-04-01,2001,4,32,1113171,32,26.770370410296355,29.44740745132599,24.093333369266716
2001-05-01,2001,5,32,1113171,32,23.356699015694804,25.692368917264282,21.021029114125323
2001-06-01,2001,6,32,1113171,32,12.397017169868782,13.63671888685566,11.157315452881901
2001-07-01,2001,7,32,1113171,32,8.354511570998525,9.18996272809838,7.519060413898674
2001-08-01,2001,8,32,1113171,32,3.5035048523542205,3.853855337589643,3.1531543671187983
2001-09-01,2001,9,32,1113171,32,2.33566990156948,2.5692368917264283,2.1021029114125325
2001-10-01,2001,10,32,1113171,32,2.33566990156948,2.5692368917264283,2.1021029114125325
2001-11-01,2001,11,32,1113171,32,3.144171021343531,3.458588123477884,2.829753919209178
2001-12-01,2001,12,32,1113171,32,3.7730052256122377,4.150305748173461,3.395704703051014
2002-01-01,2002,1,32,1113171,32,35.663882727810915,39.230271000592005,32.09749445502982
2002-02-01,2002,2,32,1113171,32,141.39786250270623,155.53764875297688,127.25807625243563
2002-03-01,2002,3,32,1113171,32,210.38995805675856,231.42895386243444,189.35096225108273
2002-04-01,2002,4,32,1113171,32,83.63494916773793,91.99844408451173,75.27145425096414
2002-05-01,2002,5,32,1113171,32,35.214715439047545,38.73618698295231,31.693243895142796
2002-06-01,2002,6,32,1113171,32,18.59552575480317,20.455078330283488,16.735973179322855
2002-07-01,2002,7,32,1113171,32,11.768182965600074,12.945001262160083,10.591364669040066
2002-08-01,2002,8,32,1113171,32,8.89351231751456,9.782863549266017,8.004161085763105
2002-09-01,2002,9,32,1113171,32,7.5460104512244754,8.300611496346923,6.791409406102028
